track_id,track_name,duration_ms,popularity,album_id,is_collab
7o3xJRQhpHRZ6IbyQX2xrp,we never dated,196931,82,6qnPn5mO9HnoxRKv3zhaez,False
1ImRS2KtSaDZcj9vQTxwFA,Dirty Work,180250,74,1oJztb2MfwieRwHZ1t4NrN,False
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),285634,81,2fenSS68JI1h4Fo296JfGr,True
1WYR1Amb1BSBFJ3YvxLvqS,Mengunci Ingatan,270978,58,6SQaLfIqG305mqG6zY3FMM,False
1WmBVbFmLt0w6zPP37TeCG,Illegal,149666,85,3o81FH5FTYVtoBQOZr3T7y,False
4UucLisbPzUcqYCE6cQX2z,Forget Jakarta,401520,57,2nftdSlqgiJ2lN8hu3dCEr,False
1ylY6UrF7cmOZ9GDOxrfk8,Bila Kau Tak Disampingku,256173,80,4bPUtZdWsvU1eTPmJFuvwm,False
1FVr8J6OKHx4WddMm4CFtY,’Bout You,188026,60,2sOb21DLBATC7czm21LQoM,False
1rKQjUhF9zFJmuUotr3VkV,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",181192,89,14JkAa6IiFaOh5s0nMyMU9,False
2OxvanM5m1Na9OVlXyXmUp,Lesung Pipi,225153,82,5HKEezqSNuJSD5Nbrs9bhG,False
1lbNgoJ5iMrMluCyhI4OQP,Victory Lap,165857,84,1wD2xMSjGRFSVX8zkFEuMo,True
5EoV2HmAlkqN1XvsIjOBZZ,STYLE,209671,78,2bCF7O4JPKcxtlOw7AtphB,False
0peDS2F3fH9U5YKSF9SZmm,Pendampingmu #TahtaHatiku,244666,71,5XvTmKurqOPaImImbDBDFv,False
0taGkMseEIkIZ3noyFFfZA,Tetap Bukan Kamu (feat. Rony Parulian),256156,67,4SVd1APxtjPLbghqMzqmBq,True
1wfbqUSPWbnPjkiBA9UmoF,Kita Usahakan Lagi,233916,79,0gOmfHG7fEF7dq72Q7jl9q,False
1UPB5rYJ0bzn6mNSoAHrZC,You'll Be in My Heart,241776,87,7GZpa8xckIRPFIbT49B4zZ,False
1HoRAFcgEZSUJesK23aRnZ,superstitious,187235,57,1WevIdYWogV9E4pZcXdoel,False
0Gm4kBHqEQjRfZdxyQE34L,Jadi Tuan Putri,243333,57,707IGnRDU5iD3sNGnz6DXU,False
0VpEX8ib3wE7u8NOw4szU6,Eyes Off You,204266,69,2eiprRNqzj5s3IPLvKsF6z,False
0B0tYbVp7pDQAqKDhgMeaL,Too Good to Say Goodbye,281826,74,4PgleR09JVnm3zY1fW3XBA,False
1djEfgcgzTqLuCAB8Mau8K,Path,223426,38,5pLvtNN7EUW35oaBinPniJ,False
42elvNonmDWGnpyxBpd9Mu,Malapetaka,227834,67,5XFwxKmkc0RmrncnPKnejB,False
5WOSNVChcadlsCRiqXE45K,everything u are,236489,82,6HiRRMXgflIyrpjCiPW8rU,False
06WUx317ZgnzlEfiWPvcFm,Percuma,247265,63,1enR50jqoFl1yz75axX2sF,True
0I3I9hgBRat6HR5Gzy26jx,33x,434759,70,2ZI3XeIrCM1PsOtK3rlMth,False
29oaLVw5BEusRDauIyCfwK,Minggu,218625,53,20BlkwZZJfzNj6xTxPrehi,True
0y3PdaJSMjd5cgA3BVfLut,Mati Satu Tak Tumbuh Lagi,279329,51,3c1TKSbv7UARypYZsORhuD,False
2VIG7a12qlUHDmk8ojk7q7,Awal Kisah Selamanya (feat. Barsena Bestandhi),290262,60,4SVd1APxtjPLbghqMzqmBq,True
3nXKcMbdCmMYp1Lg8p13aJ,Luapkanlah,205723,57,4t1d7lp7cX2v1HnqhlPuXd,False
7rpUsVjQyitDQ27NRybgZl,Whatever - Remastered,382266,63,50xG9YujTzMGaLHfJTskBy,False
35640moOz2cwikJTFhosxk,Stecu Stecu,223750,76,6GlXRjLBMT6zTlNIqka1h7,False
2CFpkbOfYe23ZoMfufNKVB,123456,219271,76,3BSay8BCZZFWaLlSIqt4D2,False
0b7PI4ikygOrxYu8TSQI92,Aku Dah Lupa,182354,77,3z8wTqpTbHtfJzfkDQsoPD,True
2WXXgjU6foIi4FBIPDMf9t,"o,Tuan",305868,82,0y9i2KHDYh2gKfbpUNiM86,False
4qv6xToQ2MQu3fquwmUPeq,Siapa Menyangka,222732,58,4vQkYDrZF6U4AnH1gmllrQ,False
3XHiujhh7sB8tTCwtI6YEI,"Ruang Baru (From ""My Annoying Brother"")",238416,67,4e35vUR8z4q56iY2xgvbNA,False
5tlb0AxuzsMWL2GtEppXGX,Multo,237692,83,2WOyuTsNHF90SryrS3kmIN,False
0bxPRWprUVpQK0UFcddkrA,Folded,238120,86,5enIvPn8EEPWMGxzBzxvcm,False
3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,294720,82,3ZdkT5buYFi1WQaB0XNNtf,False
3k78Q9tWIFvJd6PNGtTofC,Pesona Sederhana,255034,74,46Vu60ForvCqH8L7l9X6BP,False
42UBPzRMh5yyz0EDPr6fr1,Manchild,213645,92,3wRHV5fOeUcM5hvYzWZsic,False
2JekYbWANgDe54Dndi2I2C,Tak Ada Ujungnya,202721,72,6IUPSmTT3qHfALuaS1GMiW,False
21IYMdzTrzSe191Cy5eMap,Sailor Song,211978,87,58vZavXqh1P5uoTXteudWl,False
2Pf4gka9gQDlEZufRwuZdr,Teruntuk Mia,196090,69,55ZgL7zzNojCWXs7rLaPWJ,False
0EQBfsLlv47ie3p0fE1QEs,"Kalibata, 2012",301606,68,2ZI3XeIrCM1PsOtK3rlMth,False
5Yh1sTQAU3BTIKMp3K5ZOX,Tak Ada Yang Sepertimu,191079,73,46Vu60ForvCqH8L7l9X6BP,False
1fDGN1BOe1eMgofgO6qxm0,Express Mode,188026,66,5tEaAx0Cb3PEOrErWE503a,False
7lulQZKlbZzBKsK4rfP8h5,PICA PICA,204238,78,7bSpPZ1veveCgWfDOFVCxH,False
70GUGyk1sJYFTqZpSJj2KM,Di Ujung Jalan,233640,74,1gZqKq1K0GzN6eFaEpDFcS,False
4AajxCEwGEsmHmT4H1TwjY,undressed,182088,91,19m6pwPmwNFSPV7wtHtg7D,False
26KhLgFuPymkm1uiZkc6Rv,Bunga Maaf,252349,78,0N2jwsM6nf29RFOJBhizg0,False
6cgBRhTzwk0OBhRX2E5F3V,Ini Abadi,232000,66,2ZI3XeIrCM1PsOtK3rlMth,False
25c343Sb9sYgZHc5b8GhLV,Pikiran dan Perjalanan,272305,57,5dy5oRsWeCss5AvbWcJqr0,False
3be9ACTxtcL6Zm4vJRUiPG,blue,214357,87,5aelly3dAJd7yZlgUHpLBw,False
2LZONY3XRqbWYQcm3mRb1l,MODE PESAWAT,241866,71,15qFUQwEfioE7IsgSmYKvL,True
2fuYa3Lx06QQJAm0MjztKr,Let Down,299560,89,6dVIqQ8qmQ5GBnJ9shOYGE,False
1fDFHXcykq4iw8Gg7s5hG9,About You,326490,85,6dVCpQ7oGJD1oYs2fv1t5M,False
4nspGKkCaJVwrs3uut3m12,Cinta Kali Ini,263133,3,1UZmT9gTSIiZ2uUqVL2Bhp,False
26OOdssGWnAuO6XCmtlEcN,Take It Easy,280933,3,1UZmT9gTSIiZ2uUqVL2Bhp,False
6UgTAjxJrBg8KPAxYRj70o,In My Veins,313133,3,1UZmT9gTSIiZ2uUqVL2Bhp,False
3AdXVzJunltRgodsN9kWpm,In Love,383733,2,1UZmT9gTSIiZ2uUqVL2Bhp,False
1k31q2jt0XwU8i7tCBP7Uq,Menahan Rindu,264346,3,1UZmT9gTSIiZ2uUqVL2Bhp,False
6lohkUGFFI7FFLvYMV02P2,Worries,302240,2,1UZmT9gTSIiZ2uUqVL2Bhp,False
57T1ovyjq0mZkXT0gTq1a1,Indahkan Harimu,190920,3,1UZmT9gTSIiZ2uUqVL2Bhp,False
0x9gQeqpGJY08aCOqjcR07,Menjaring Angin,270853,2,1UZmT9gTSIiZ2uUqVL2Bhp,False
40q2sK9GyzUuSMR1havTFt,Ampunilah Aku,231960,2,4IJKzsYmCPiZ9NRARQcIqj,False
0vT4EGZGYzMQh5MAT9J8YW,Pelangi Selepas Hujan Reda,193010,25,30NtK7PbeEQtS8tCAGZqn7,True
3BGkWex2GikOl6isJ5k3XG,Sampai Bertemu Di Surga Nanti,197295,16,0e3XVxzwIdz6JSMMwi5qW5,False
2tr2YakHjg0gLcwaf5hKEs,Terbaik,251000,19,2rwrTE9CyzYUFRVqjU8RW1,False
3fDhADRdTIOD502rMRyUcA,Kenangan Itu,225800,5,0hzmW1QM23Xe5Iz3cZSW0K,False
66Kb3CwS9Z0uymNxBN6azw,Kawan Sejiwa,239477,6,4kTJj33uwl3DWDiAeNTZiN,False
3acXYrSpqnpQLjNxSMcnhQ,Satu Indonesia,246615,14,09mPQ4gVVg1qxEKlTOBIyV,False
1FlBihR2c2AEhi2P33SBx6,Let It Be Gone,191968,7,3xHsTzTIE5LclfGSAFjvQH,False
4aHIe3iG54xA9nswLmKUfy,Forever Friend,201501,21,0TjKRzVnaMSguX2EJe3HfO,False
2KdeR2OdcQ0Uvxea0MiakM,Senyum Senyum Happy,200397,3,58zrdvEiP6Py6HdmnZsTiq,False
6WXCYLebVCk9jUoACkSSrA,Baikin Aja,238315,3,3DdwmlX9M9I9lyGAHWKJpY,False
1stZqYZA0jCH2UoZwRBwbM,Terima Kasih Tuhan Hidupku Asyik,188432,4,1xE7CU85BTUYw7KpxhOlMF,False
06IuQKhVSXRZd36w8DA7Si,Mari Bagoyang (MARGOY),214400,16,7b3zvlpE19ozJ11BQ1ANX5,False
3YI0jDXkUU4aYKarkn5tkB,Selamanya Cinta,347692,14,4zwc2b40PuOpVZCKC0O25M,False
0Tp169EvwaB90tXEA8sKi7,Moving On,307367,4,1kQYDhggI2EcztJWvWdPKh,False
0FFNYT3Ss6qRngnQqNihbg,Mati Rasa,195230,20,2Q6DoXaaqanfjJj7oc3FAq,False
0GgWveIDawMAkGAul1y8So,PEOPLE POWER DANCE,236535,14,4mqIyE1PCDp3BnY4g1cr0R,True
4g9V3x018XVCkZ6qzvHWWB,Authentique,177360,8,4CA6jzw4MlqFIxtOcs5xr7,False
5fmyW3X3kncOOVlmcWhORH,Terbuang Dalam Waktu,281173,79,65hiBZugUD4hPjDM4RurWC,False
2ajwpcXrdb82S0x6OL8QWI,SALAM TERAKHIRKU,262281,36,5iLJvPMjT57uLUtwEN622x,False
1UlpKUU903TMqvtJENzDuF,Tak Apa Apa,213455,37,6xzxHal5EuHDy7eck3mHv5,False
7w6d0qKMAGM88C7y4q3DVT,Pergi,206500,13,3BnXTOop36UDXxuLOcNkTE,False
7grgmVfNWog3UXTvX7UL63,Hadapi Sendiri,208864,29,5QzsVQw4BpRup4lG7vp9R2,False
1bJCoGecxVg2W7hYBbrpC6,Bertahan Atau Pergi,257812,5,1mMDwRzeL48rzkWC8euHp7,False
11tF9dIBSDNl0LrlD1KKfe,Jakarta,253500,5,41C9BpdpGn25eKJrdHfPaQ,False
2tl44bV5snMCGal0QSreCs,Hanya Cinta,265508,4,6b4JpL6PVCeotMJRv1wjY1,False
4pQ586gvTcK4T6w9HMAglt,Kebohongan Hati,244971,4,2MuRVlBHhoQ6iDdl32ytru,False
4msLey35hVOPVByJvz7fEM,Terbang Tinggi,200020,22,6eBtOPGqy4UpJOvLCyVEYx,False
1lyRffmr3BS1eZ5j2xluzL,Aku Mencintaimu,206990,4,5WEyhp7pM8tTbonDe0jyam,False
1TaC3GhBKRo8wUHQ4jpCaM,Pelupa,242013,27,49VsFd3bLsFnppQt4bQPIH,False
0R3kJKzoOe82rrUwn2DCmi,d.e.t.i.k.,254000,3,6UEWnCAoImnjVCIjAL3jXA,False
5RfRFwqyXPBhoEBtmDWBnZ,Rumah Paling Hangat,267789,5,4q4g9QycqKN4j71CAf24tn,False
5OxShnsR3JJRxJLxFCpLyt,Takdirku,198604,4,5hmXfBan9gJCBLRVK5BP8a,False
1UEIz0OBReEGnAbDadYSfe,Dalam Kesendirianku,260664,3,0rkiq7It5BqAkliSFvcPbI,False
1ceWCE3eEbbr1n33bCxEpF,CERIA,214750,18,6NxjKx4maXLuS9n1tGxwZ9,False
66i7tV9GdoDIerE7vifwV3,Perbedaan,233422,4,0CWHkOQjOy2p7QwuWJR6im,False
0BIBTSFXv5efKc43M1xWOf,Tato,230059,4,0CWHkOQjOy2p7QwuWJR6im,False
4m4ujp7iUVsm4XIbmpsoTz,Hanya Ingin Berdansa (Tomi Temp Acoustic Rework),196650,4,0CWHkOQjOy2p7QwuWJR6im,True
3iGllnk1oF1meAULQ5K3qa,Love Is You,184000,4,5iIjWAkVuPu8SJGWqtnMDd,False
